ID	Name	Equation	Definition	Genes
rxn02508_c0	N-(5-Phospho-beta-D-ribosyl)anthranilate ketol-isomerase_c0	(1) cpd02642[c0] <=> (1) cpd00956[c0]	(1) N-5-phosphoribosyl-anthranilate[c0] <=> (1) 1-(2-carboxyphenylamino)-1-deoxyribulose 5-phosphate[c0]	fig|1185660.4.peg.2627
rxn00543_c0	ethanol:NAD+ oxidoreductase_c0	(1) cpd00003[c0] + (1) cpd00363[c0] <=> (1) cpd00004[c0] + (1) cpd00067[c0] + (1) cpd00071[c0]	(1) NAD[c0] + (1) Ethanol[c0] <=> (1) NADH[c0] + (1) H+[c0] + (1) Acetaldehyde[c0]	((fig|1185660.4.peg.2389 or fig|1185660.4.peg.3115 or fig|1185660.4.peg.3035 or fig|1185660.4.peg.180 or fig|1185660.4.peg.29) or (fig|1185660.4.peg.3115 or fig|1185660.4.peg.3035 or fig|1185660.4.peg.2389 or fig|1185660.4.peg.29 or fig|1185660.4.peg.180))
rxn00428_c0	dichloromethane chloride-lyase (adding H2O; chloride-hydrolysing; formaldehyde-forming)_c0	(1) cpd00001[c0] + (1) cpd01530[c0] <=> (1) cpd00055[c0] + (2) cpd00067[c0] + (2) cpd00099[c0]	(1) H2O[c0] + (1) Dichloromethane[c0] <=> (1) Formaldehyde[c0] + (2) H+[c0] + (2) Cl-[c0]	(fig|1185660.4.peg.178 or fig|1185660.4.peg.245 or fig|1185660.4.peg.247)
rxn10340_c0	isopentadecanoyl-cardiolipin synthase_c0	(2) cpd15725[c0] <=> (1) cpd00100[c0] + (1) cpd15797[c0]	(2) Diisopentadecanoylphosphatidylglycerol[c0] <=> (1) Glycerol[c0] + (1) Isopentadecanoylcardiolipin (B. subtilis)[c0]	(fig|1185660.4.peg.3980 or fig|1185660.4.peg.9 or fig|1185660.4.peg.4173 or fig|1185660.4.peg.4257)
rxn00420_c0	O-phospho-L-serine phosphohydrolase_c0	(1) cpd00001[c0] + (1) cpd00738[c0] => (1) cpd00009[c0] + (1) cpd00054[c0]	(1) H2O[c0] + (1) phosphoserine[c0] => (1) Phosphate[c0] + (1) L-Serine[c0]	(fig|1185660.4.peg.2954 or (fig|1185660.4.peg.455 or fig|1185660.4.peg.1624))
rxn10253_c0	isoheptadecanoyl-Diacylglycerol kinase_c0	(1) cpd00002[c0] + (1) cpd15701[c0] <=> (1) cpd00008[c0] + (1) cpd15677[c0]	(1) ATP[c0] + (1) 1,2-Diisoheptadecanoyl-sn-glycerol[c0] <=> (1) ADP[c0] + (1) 1,2-diisoheptadecanoyl-sn-glycerol 3-phosphate[c0]	fig|1185660.4.peg.885
rxn10207_c0	isotetradecanoyl-glycerol-3-phosphate O-acyltransferase_c0	(1) cpd00080[c0] + (1) cpd11435[c0] => (1) cpd00010[c0] + (1) cpd15673[c0]	(1) Glycerol-3-phosphate[c0] + (1) fa1coa[c0] => (1) CoA[c0] + (1) 1-isotetradecanoyl-sn-glycerol 3-phosphate[c0]	fig|1185660.4.peg.4105
rxn10221_c0	anteisoheptadecanoyl-phosphatidate cytidylyltransferase_c0	(1) cpd00052[c0] + (1) cpd15678[c0] <=> (1) cpd00012[c0] + (1) cpd00067[c0] + (1) cpd15684[c0]	(1) CTP[c0] + (1) 1,2-dianteisoheptadecanoyl-sn-glycerol 3-phosphate[c0] <=> (1) PPi[c0] + (1) H+[c0] + (1) CDP-1,2-dianteisoheptadecanoylglycerol[c0]	(fig|1185660.4.peg.503 or fig|1185660.4.peg.1658)
rxn02792_c0	gamma-glutamyltranspeptidase family protein_c0	(1) cpd00023[c0] + (1) cpd00067[c0] + (1) cpd01651[c0] => (1) cpd00001[c0] + (1) cpd00011[c0] + (1) cpd03646[c0]	(1) L-Glutamate[c0] + (1) H+[c0] + (1) L-3-Cyanoalanine[c0] => (1) H2O[c0] + (1) CO2[c0] + (1) gamma-Glutamyl-3-aminopropiononitrile[c0]	(fig|1185660.4.peg.2166 or fig|1185660.4.peg.302 or fig|1185660.4.peg.3279)
rxn05451_c0	12-methyl-tetra-decanoyl-ACP:[acyl-carrier-protein] transferase_c0	(1) cpd00010[c0] + (2) cpd00067[c0] + (1) cpd11515[c0] <=> (1) cpd11439[c0] + (1) cpd11493[c0]	(1) CoA[c0] + (2) H+[c0] + (1) 12-methyl-tetra-decanoyl-ACP[c0] <=> (1) fa4coa[c0] + (1) ACP[c0]	fig|1185660.4.peg.1142
rxn00469_c0	N2-Acetyl-L-ornithine amidohydrolase_c0	(1) cpd00001[c0] + (1) cpd00342[c0] <=> (1) cpd00029[c0] + (1) cpd00064[c0]	(1) H2O[c0] + (1) N-Acetylornithine[c0] <=> (1) Acetate[c0] + (1) Ornithine[c0]	(fig|1185660.4.peg.2005 or fig|1185660.4.peg.3164)
rxn02804_c0	myristoyl-CoA:acetylCoA C-myristoyltransferase_c0	(1) cpd00022[c0] + (1) cpd01695[c0] <=> (1) cpd00010[c0] + (1) cpd03114[c0]	(1) Acetyl-CoA[c0] + (1) Myristoyl-CoA[c0] <=> (1) CoA[c0] + (1) 3-Oxopalmitoyl-CoA[c0]	(fig|1185660.4.peg.193 or fig|1185660.4.peg.1581 or fig|1185660.4.peg.2235)
rxn05005_c0	S-adenosyl-L-methionine:uroporphyrinogen-III C-methyltransferase_c0	(1) cpd00017[c0] + (1) cpd00774[c0] <=> (1) cpd00019[c0] + (1) cpd00067[c0] + (1) cpd11206[c0]	(1) S-Adenosyl-L-methionine[c0] + (1) UroporphyrinogenIII[c0] <=> (1) S-Adenosyl-homocysteine[c0] + (1) H+[c0] + (1) Precorrin 1[c0]	fig|1185660.4.peg.2204
rxn02795_c0	Glycochenodeoxycholate amidohydrolase_c0	(1) cpd00001[c0] + (1) cpd03247[c0] <=> (1) cpd00033[c0] + (1) cpd01663[c0]	(1) H2O[c0] + (1) Glycochenodeoxycholate[c0] <=> (1) Glycine[c0] + (1) Chenodiol[c0]	(fig|1185660.4.peg.1822 or fig|1185660.4.peg.2057 or fig|1185660.4.peg.3651)
rxn10203_c0	myristoyl-glycerol-3-phosphate O-acyltransferase_c0	(1) cpd00080[c0] + (1) cpd01695[c0] => (1) cpd00010[c0] + (1) cpd15331[c0]	(1) Glycerol-3-phosphate[c0] + (1) Myristoyl-CoA[c0] => (1) CoA[c0] + (1) 1-tetradecanoyl-sn-glycerol 3-phosphate[c0]	fig|1185660.4.peg.4105
rxn00048_c0	6,7-Dimethyl-8-(1-D-ribityl)lumazine:6,7-dimethyl-8-(1-D-ribityl)lumazine 2,3-butanediyltransferase_c0	(1) cpd00067[c0] + (2) cpd02656[c0] => (1) cpd00220[c0] + (1) cpd02882[c0]	(1) H+[c0] + (2) 6-7-Dimethyl-8--1-D-ribityllumazine[c0] => (1) Riboflavin[c0] + (1) 4--1-D-Ribitylamino-5-aminouracil[c0]	fig|1185660.4.peg.777
rxn07876_c0	R08087_c0	(1) cpd00001[c0] + (1) cpd00003[c0] + (1) cpd06739[c0] <=> (1) cpd00004[c0] + (2) cpd00067[c0] + (1) cpd15166[c0]	(1) H2O[c0] + (1) NAD[c0] + (1) (R)-(+)-Citronellal[c0] <=> (1) NADH[c0] + (2) H+[c0] + (1) Citronellate[c0]	fig|1185660.4.peg.2630
rxn02695_c0	1,4-beta-D-Glucan glucohydrolase_c0	(1) cpd00001[c0] + (1) cpd01376[c0] <=> (1) cpd00027[c0] + (1) cpd03721[c0]	(1) H2O[c0] + (1) Cellotetraose[c0] <=> (1) D-Glucose[c0] + (1) Cellotriose[c0]	fig|1185660.4.peg.1837
rxn00853_c0	N-Carbamoylputrescine amidohydrolase_c0	(1) cpd00001[c0] + (2) cpd00067[c0] + (1) cpd00341[c0] => (1) cpd00011[c0] + (1) cpd00013[c0] + (1) cpd00118[c0]	(1) H2O[c0] + (2) H+[c0] + (1) N-Carbamoylputrescine[c0] => (1) CO2[c0] + (1) NH3[c0] + (1) Putrescine[c0]	fig|1185660.4.peg.2410
rxn12191_c0	R08558_c0	(1) cpd00006[c0] + (1) cpd00098[c0] <=> (1) cpd00005[c0] + (1) cpd00067[c0] + (1) cpd00447[c0]	(1) NADP[c0] + (1) Choline[c0] <=> (1) NADPH[c0] + (1) H+[c0] + (1) Betaine aldehyde[c0]	(fig|1185660.4.peg.180 or fig|1185660.4.peg.29 or fig|1185660.4.peg.2389 or fig|1185660.4.peg.3115 or fig|1185660.4.peg.3035)
rxn05231_c0	2'-Deoxyadenosine 5'-diphosphate:oxidized-thioredoxin 2'-oxidoreductase_c0	(1) cpd00008[c0] + (1) cpd11421[c0] => (1) cpd00001[c0] + (1) cpd00177[c0] + (1) cpd11420[c0]	(1) ADP[c0] + (1) trdrd[c0] => (1) H2O[c0] + (1) dADP[c0] + (1) trdox[c0]	(fig|1185660.4.peg.4241 or fig|1185660.4.peg.4242)
rxn09200_c0	Phosphatidylserine decarboxylase (n-C16:0)_c0	(2) cpd00067[c0] + (1) cpd15555[c0] <=> (1) cpd00011[c0] + (1) cpd15531[c0]	(2) H+[c0] + (1) phosphatidylserine dihexadecanoyl[c0] <=> (1) CO2[c0] + (1) phosphatidylethanolamine dihexadecanoyl[c0]	fig|1185660.4.peg.2635
rxn00283_c0	alanine racemase_c0	(1) cpd00035[c0] <=> (1) cpd00117[c0]	(1) L-Alanine[c0] <=> (1) D-Alanine[c0]	(fig|1185660.4.peg.3765 or fig|1185660.4.peg.1846)
rxn11722_c0	R08187_c0	(1) cpd00001[c0] + (1) cpd16345[c0] <=> (1) cpd00010[c0] + (2) cpd00067[c0] + (1) cpd05231[c0]	(1) H2O[c0] + (1) Docosenoyl-CoA[c0] <=> (1) CoA[c0] + (2) H+[c0] + (1) Erucic acid[c0]	fig|1185660.4.peg.769
rxn00726_c0	chorismate pyruvate-lyase (amino-accepting; anthranilate-forming)_c0	(1) cpd00013[c0] + (1) cpd00216[c0] => (1) cpd00001[c0] + (1) cpd00020[c0] + (1) cpd00067[c0] + (1) cpd00093[c0]	(1) NH3[c0] + (1) Chorismate[c0] => (1) H2O[c0] + (1) Pyruvate[c0] + (1) H+[c0] + (1) Anthranilate[c0]	((fig|1185660.4.peg.452 and fig|1185660.4.peg.449) or fig|1185660.4.peg.1153)
rxn00379_c0	ATP:sulfate adenylyltransferase_c0	(1) cpd00002[c0] + (1) cpd00048[c0] <=> (1) cpd00012[c0] + (1) cpd00193[c0]	(1) ATP[c0] + (1) Sulfate[c0] <=> (1) PPi[c0] + (1) APS[c0]	(fig|1185660.4.peg.3353 or fig|1185660.4.peg.3352)
rxn01025_c0	5-Methylcytosine aminohydrolase_c0	(1) cpd00001[c0] + (1) cpd00067[c0] + (1) cpd01587[c0] => (1) cpd00013[c0] + (1) cpd00151[c0]	(1) H2O[c0] + (1) H+[c0] + (1) 5-Methylcytosine[c0] => (1) NH3[c0] + (1) Thymine[c0]	fig|1185660.4.peg.664
rxn08851_c0	Lysophospholipase L2 (2-acylglycerophosphoglycerol, n-C18:1)_c0	(1) cpd00001[c0] + (1) cpd15349[c0] <=> (1) cpd00067[c0] + (1) cpd02090[c0] + (1) cpd15269[c0]	(1) H2O[c0] + (1) 2-Acyl-sn-glycero-3-phosphoglycerol octadec-11-enoyl[c0] <=> (1) H+[c0] + (1) Glycerophosphoglycerol[c0] + (1) octadecenoate[c0]	fig|1185660.4.peg.477
rxn05378_c0	12-methyl-trans-tetra-dec-2-enoyl-ACP:NADP+ oxidoreductase (A-specific)_c0	(1) cpd00005[c0] + (1) cpd00067[c0] + (1) cpd11514[c0] => (1) cpd00006[c0] + (1) cpd11515[c0]	(1) NADPH[c0] + (1) H+[c0] + (1) 12-methyl-trans-tetra-dec-2-enoyl-ACP[c0] => (1) NADP[c0] + (1) 12-methyl-tetra-decanoyl-ACP[c0]	fig|1185660.4.peg.375
rxn02187_c0	2-Acetolactate methylmutase_c0	(1) cpd00668[c0] <=> (1) cpd02569[c0]	(1) ALCTT[c0] <=> (1) 2-Oxo-3-hydroxyisovalerate[c0]	fig|1185660.4.peg.3280
rxn02866_c0	3-methylbutanoyl-CoA:(acceptor) 2,3-oxidoreductase_c0	(1) cpd00015[c0] + (1) cpd00067[c0] + (1) cpd01882[c0] <= (1) cpd00982[c0] + (1) cpd01966[c0]	(1) FAD[c0] + (1) H+[c0] + (1) Isovaleryl-CoA[c0] <= (1) FADH2[c0] + (1) Dimethylacryloyl-CoA[c0]	fig|1185660.4.peg.256
rxn02228_c0	3-Mercaptolactate:NAD+ oxidoreductase_c0	(1) cpd00003[c0] + (1) cpd03455[c0] <=> (1) cpd00004[c0] + (1) cpd00067[c0] + (1) cpd00706[c0]	(1) NAD[c0] + (1) 3-Mercaptolactate[c0] <=> (1) NADH[c0] + (1) H+[c0] + (1) Mercaptopyruvate[c0]	fig|1185660.4.peg.109
rxn01754_c0	ATP:erythritol 4-phosphotransferase_c0	(1) cpd00002[c0] + (1) cpd00392[c0] <=> (1) cpd00008[c0] + (1) cpd02203[c0]	(1) ATP[c0] + (1) Phycite[c0] <=> (1) ADP[c0] + (1) D-Erythritol 4-phosphate[c0]	fig|1185660.4.peg.638
rxn08552_c0	glycerol-3-phosphate acyltransferase (C18:1)_c0	(2) cpd00067[c0] + (1) cpd00080[c0] + (1) cpd11825[c0] => (1) cpd11493[c0] + (1) cpd15328[c0]	(2) H+[c0] + (1) Glycerol-3-phosphate[c0] + (1) Octadecenoyl-ACP[c0] => (1) ACP[c0] + (1) 1-octadec-11-enoyl-sn-glycerol 3-phosphate[c0]	fig|1185660.4.peg.4105
rxn05170_c0	TRANS-RXNAVI-26732.ce.brachyexp.CPD-3609_c0	(1) cpd00001[c0] + (1) cpd00002[c0] + (1) cpd00179[e0] => (1) cpd00008[c0] + (1) cpd00009[c0] + (1) cpd00067[c0] + (1) cpd00179[c0]	(1) H2O[c0] + (1) ATP[c0] + (1) Maltose[e0] => (1) ADP[c0] + (1) Phosphate[c0] + (1) H+[c0] + (1) Maltose[c0]	fig|1185660.4.peg.2334
rxn02475_c0	2,5-Diamino-6-hydroxy-4-(5-phosphoribosylamino)-pyrimidine 2-aminohydrolase_c0	(1) cpd00001[c0] + (1) cpd00067[c0] + (1) cpd00957[c0] => (1) cpd00013[c0] + (1) cpd00931[c0]	(1) H2O[c0] + (1) H+[c0] + (1) 2,5-Diamino-6-(5'-phosphoribosylamino)-4-pyrimidineone[c0] => (1) NH3[c0] + (1) 5-Amino-6--5-phosphoribosylaminouracil[c0]	(fig|1185660.4.peg.775 and fig|1185660.4.peg.775)
rxn00575_c0	sucrose glucohydrolase_c0	(1) cpd00001[c0] + (1) cpd00076[c0] => (1) cpd00027[c0] + (1) cpd00082[c0]	(1) H2O[c0] + (1) Sucrose[c0] => (1) D-Glucose[c0] + (1) D-Fructose[c0]	(fig|1185660.4.peg.2799 or fig|1185660.4.peg.1529)
rxn05339_c0	(3R)-3-Hydroxybutanoyl-[acyl-carrier protein]:NADP+ oxidoreductase_c0	(1) cpd00006[c0] + (1) cpd11478[c0] <=> (1) cpd00005[c0] + (1) cpd11488[c0]	(1) NADP[c0] + (1) (R)-3-Hydroxybutanoyl-[acyl-carrier protein][c0] <=> (1) NADPH[c0] + (1) Acetoacetyl-ACP[c0]	(fig|1185660.4.peg.401 or fig|1185660.4.peg.409 or fig|1185660.4.peg.1143 or fig|1185660.4.peg.4522 or fig|1185660.4.peg.3578 or fig|1185660.4.peg.1112 or fig|1185660.4.peg.3753)
rxn05460_c0	3-Oxooctodecanoyl-ACP:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)_c0	(1) cpd11476[c0] + (1) cpd11492[c0] => (1) cpd00011[c0] + (1) cpd11493[c0] + (1) cpd11570[c0]	(1) hexadecanoyl-acp[c0] + (1) Malonyl-acyl-carrierprotein-[c0] => (1) CO2[c0] + (1) ACP[c0] + (1) 3-Oxooctodecanoyl-ACP[c0]	((fig|1185660.4.peg.2283 or fig|1185660.4.peg.1140) and fig|1185660.4.peg.1145)
rxn03108_c0	ATP:4-amino-2-methyl-5-phosphomethylpyrimidine phosphotransferase_c0	(1) cpd00002[c0] + (1) cpd00067[c0] + (1) cpd02775[c0] <=> (1) cpd00008[c0] + (1) cpd02894[c0]	(1) ATP[c0] + (1) H+[c0] + (1) 4-Amino-5-phosphomethyl-2-methylpyrimidine[c0] <=> (1) ADP[c0] + (1) 4-Amino-2-methyl-5-diphosphomethylpyrimidine[c0]	fig|1185660.4.peg.1793
rxn07449_c0	3-sulfolactate bisulfite-lyase_c0	(1) cpd14790[c0] <=> (1) cpd00020[c0] + (1) cpd00081[c0]	(1) 3-Sulfolactate[c0] <=> (1) Pyruvate[c0] + (1) Sulfite[c0]	fig|1185660.4.peg.3703
rxn00675_c0	Propionyladenylate:CoA propionyltransferase_c0	(1) cpd00010[c0] + (1) cpd03560[c0] => (1) cpd00018[c0] + (1) cpd00067[c0] + (1) cpd00086[c0]	(1) CoA[c0] + (1) Propionyladenylate[c0] => (1) AMP[c0] + (1) H+[c0] + (1) Propionyl-CoA[c0]	fig|1185660.4.peg.4012
rxn01018_c0	carbamoyl-phosphate:L-aspartate carbamoyltransferase_c0	(1) cpd00041[c0] + (1) cpd00146[c0] => (1) cpd00009[c0] + (1) cpd00067[c0] + (1) cpd00343[c0]	(1) L-Aspartate[c0] + (1) Carbamoylphosphate[c0] => (1) Phosphate[c0] + (1) H+[c0] + (1) N-Carbamoyl-L-aspartate[c0]	fig|1185660.4.peg.3128
rxn04132_c0	R06063_c0	(1) cpd00001[c0] + (1) cpd08625[c0] => (1) cpd00011[c0] + (1) cpd00067[c0] + (1) cpd01567[c0]	(1) H2O[c0] + (1) 5-Hydroxyisourate[c0] => (1) CO2[c0] + (1) H+[c0] + (1) (R)-Allantoin[c0]	Unknown
rxn00714_c0	P1,P4-bis(5'-uridyl)-tetraphosphate uridylohydrolase_c0	(1) cpd00001[c0] + (1) cpd03706[c0] => (1) cpd00062[c0] + (1) cpd00067[c0] + (1) cpd00091[c0]	(1) H2O[c0] + (1) UppppU[c0] => (1) UTP[c0] + (1) H+[c0] + (1) UMP[c0]	fig|1185660.4.peg.1130
rxn08813_c0	Lysophospholipase L1 (2-acylglycerophosphoglycerol, n-C16:0) (periplasm)_c0	(1) cpd00001[c0] + (1) cpd15321[c0] <=> (1) cpd00067[c0] + (1) cpd00214[c0] + (1) cpd02090[c0]	(1) H2O[c0] + (1) 1-Acyl-sn-glycero-3-phosphoglycerol hexadecanoyl[c0] <=> (1) H+[c0] + (1) Palmitate[c0] + (1) Glycerophosphoglycerol[c0]	fig|1185660.4.peg.477
rxn00124_c0	ATP:pyridoxal 5'-phosphotransferase_c0	(1) cpd00002[c0] + (1) cpd00215[c0] <=> (1) cpd00008[c0] + (1) cpd00016[c0] + (1) cpd00067[c0]	(1) ATP[c0] + (1) Pyridoxal[c0] <=> (1) ADP[c0] + (1) Pyridoxal phosphate[c0] + (1) H+[c0]	(fig|1185660.4.peg.1376 or fig|1185660.4.peg.1861)
rxn10219_c0	isohexadecanoyl-1-acylglycerol-3-phosphate O-acyltransferase_c0	(1) cpd11441[c0] + (1) cpd15676[c0] => (1) cpd00010[c0] + (1) cpd00067[c0] + (1) cpd15682[c0]	(1) fa6coa[c0] + (1) 1-isohexadecanoyl-sn-glycerol 3-phosphate[c0] => (1) CoA[c0] + (1) H+[c0] + (1) 1,2-diisohexadecanoyl-sn-glycerol 3-phosphate[c0]	(fig|1185660.4.peg.502 or fig|1185660.4.peg.487 or fig|1185660.4.peg.176)
rxn11801_c0	R08273_c0	(1) cpd00001[c0] + (1) cpd16448[c0] <=> (1) cpd00010[c0] + (2) cpd00067[c0] + (1) cpd16347[c0]	(1) H2O[c0] + (1) (13Z,16Z)-Docosadi-13,16-enoyl-CoA[c0] <=> (1) CoA[c0] + (2) H+[c0] + (1) 13,16-Docosadienoic acid[c0]	fig|1185660.4.peg.769
rxn08793_c0	L-Lactate dehydrogenase (menaquinone)_c0	(1) cpd00159[c0] + (1) cpd15500[c0] => (1) cpd00020[c0] + (1) cpd15499[c0]	(1) L-Lactate[c0] + (1) Menaquinone 8[c0] => (1) Pyruvate[c0] + (1) Menaquinol 8[c0]	fig|1185660.4.peg.109
rxn00947_c0	Palmitate:CoA ligase (AMP-forming)_c0	(1) cpd00002[c0] + (1) cpd00010[c0] + (1) cpd00214[c0] => (1) cpd00012[c0] + (1) cpd00018[c0] + (1) cpd00067[c0] + (1) cpd00134[c0]	(1) ATP[c0] + (1) CoA[c0] + (1) Palmitate[c0] => (1) PPi[c0] + (1) AMP[c0] + (1) H+[c0] + (1) Palmitoyl-CoA[c0]	(fig|1185660.4.peg.3392 or fig|1185660.4.peg.1922)
rxn03247_c0	(S)-Hydroxyoctanoyl-CoA hydro-lyase_c0	(1) cpd03120[c0] <=> (1) cpd00001[c0] + (1) cpd03130[c0]	(1) (S)-Hydroxyoctanoyl-CoA[c0] <=> (1) H2O[c0] + (1) (2E)-Octenoyl-CoA[c0]	(fig|1185660.4.peg.912 or fig|1185660.4.peg.2984 or fig|1185660.4.peg.1548 or fig|1185660.4.peg.1440 or fig|1185660.4.peg.2234)
rxn10210_c0	isohexadecanoyl-glycerol-3-phosphate O-acyltransferase_c0	(1) cpd00080[c0] + (1) cpd11441[c0] => (1) cpd00010[c0] + (1) cpd15676[c0]	(1) Glycerol-3-phosphate[c0] + (1) fa6coa[c0] => (1) CoA[c0] + (1) 1-isohexadecanoyl-sn-glycerol 3-phosphate[c0]	fig|1185660.4.peg.4105
rxn01476_c0	6-Phospho-D-glucono-1,5-lactone lactonohydrolase_c0	(1) cpd00001[c0] + (1) cpd00911[c0] => (1) cpd00067[c0] + (1) cpd00284[c0]	(1) H2O[c0] + (1) 6-phospho-D-glucono-1-5-lactone[c0] => (1) H+[c0] + (1) 6-Phospho-D-gluconate[c0]	fig|1185660.4.peg.2338
rxn02576_c0	ATP:viomycin O-phosphotransferase_c0	(1) cpd00002[c0] + (1) cpd01085[c0] <=> (1) cpd00008[c0] + (1) cpd00067[c0] + (1) cpd01684[c0]	(1) ATP[c0] + (1) Viomycin[c0] <=> (1) ADP[c0] + (1) H+[c0] + (1) O-Phosphoviomycin[c0]	fig|1185660.4.peg.885
rxn03146_c0	UDP-3-O-[(3R)-3-hydroxymyristoyl]-N-acetylglucosamine amidohydrolase_c0	(1) cpd00001[c0] + (1) cpd02886[c0] <=> (1) cpd00029[c0] + (1) cpd03584[c0]	(1) H2O[c0] + (1) UDP-3-O-(beta-hydroxymyristoyl)-N-acetylglucosamine[c0] <=> (1) Acetate[c0] + (1) UDP-3-O-(beta-hydroxymyristoyl)-D-glucosamine[c0]	fig|1185660.4.peg.826
rxn03893_c0	all-trans-octaprenyl-diphosphate:4-hydroxybenzoate 3-octaprenyltransferase_c0	(1) cpd00136[c0] + (1) cpd02557[c0] => (1) cpd00012[c0] + (1) cpd00067[c0] + (1) cpd03443[c0]	(1) 4-Hydroxybenzoate[c0] + (1) Farnesylfarnesylgeraniol[c0] => (1) PPi[c0] + (1) H+[c0] + (1) 3-Octaprenyl-4-hydroxybenzoate[c0]	fig|1185660.4.peg.1241
rxn02789_c0	2-Isopropylmalate hydro-lyase_c0	(1) cpd01646[c0] <=> (1) cpd00001[c0] + (1) cpd01710[c0]	(1) 2-Isopropylmalate[c0] <=> (1) H2O[c0] + (1) 2-Isopropylmaleate[c0]	(fig|1185660.4.peg.3286 or (Unknown and fig|1185660.4.peg.3286))
rxn07099_c0	Penicillin hydrolase_c0	(1) cpd00001[c0] + (1) cpd11668[c0] <=> (1) cpd00067[c0] + (1) cpd12884[c0]	(1) H2O[c0] + (1) Penam[c0] <=> (1) H+[c0] + (1) Penicilloic acid[c0]	(fig|1185660.4.peg.2778 or fig|1185660.4.peg.2895 or fig|1185660.4.peg.2831 or fig|1185660.4.peg.3381)
rxn00988_c0	Acetoacetate:CoA ligase (AMP-forming)_c0	(1) cpd00002[c0] + (1) cpd00010[c0] + (1) cpd00142[c0] => (1) cpd00012[c0] + (1) cpd00018[c0] + (1) cpd00067[c0] + (1) cpd00279[c0]	(1) ATP[c0] + (1) CoA[c0] + (1) Acetoacetate[c0] => (1) PPi[c0] + (1) AMP[c0] + (1) H+[c0] + (1) Acetoacetyl-CoA[c0]	((fig|1185660.4.peg.1922 or fig|1185660.4.peg.3392) and Unknown)
rxn05455_c0	12-methyl-tridecanoyl-ACP:[acyl-carrier-protein] transferase_c0	(1) cpd00010[c0] + (2) cpd00067[c0] + (1) cpd11565[c0] <=> (1) cpd11435[c0] + (1) cpd11493[c0]	(1) CoA[c0] + (2) H+[c0] + (1) 12-methyl-tridecanoyl-ACP[c0] <=> (1) fa1coa[c0] + (1) ACP[c0]	fig|1185660.4.peg.1142
rxn00410_c0	UTP:ammonia ligase (ADP-forming)_c0	(1) cpd00002[c0] + (1) cpd00013[c0] + (1) cpd00062[c0] <=> (1) cpd00008[c0] + (1) cpd00009[c0] + (1) cpd00052[c0] + (2) cpd00067[c0]	(1) ATP[c0] + (1) NH3[c0] + (1) UTP[c0] <=> (1) ADP[c0] + (1) Phosphate[c0] + (1) CTP[c0] + (2) H+[c0]	(fig|1185660.4.peg.1757 or fig|1185660.4.peg.2007)
rxn03063_c0	S-Adenosyl-L-methionine:zymosterol C-methyltransferase_c0	(1) cpd00017[c0] + (1) cpd03221[c0] <=> (1) cpd00019[c0] + (1) cpd00067[c0] + (1) cpd02755[c0]	(1) S-Adenosyl-L-methionine[c0] + (1) Zymosterol[c0] <=> (1) S-Adenosyl-homocysteine[c0] + (1) H+[c0] + (1) Fecosterol[c0]	fig|1185660.4.peg.890
rxn01333_c0	sedoheptulose-7-phosphate:D-glyceraldehyde-3-phosphate glyceronetransferase_c0	(1) cpd00102[c0] + (1) cpd00238[c0] <=> (1) cpd00072[c0] + (1) cpd00236[c0]	(1) Glyceraldehyde3-phosphate[c0] + (1) Sedoheptulose7-phosphate[c0] <=> (1) D-fructose-6-phosphate[c0] + (1) D-Erythrose4-phosphate[c0]	fig|1185660.4.peg.933
rxn11711_c0	Oleoyl-CoA hydrolase_c0	(1) cpd00001[c0] + (1) cpd00399[c0] <=> (1) cpd00010[c0] + (2) cpd00067[c0] + (1) cpd00536[c0]	(1) H2O[c0] + (1) Oleoyl-CoA[c0] <=> (1) CoA[c0] + (2) H+[c0] + (1) Oleate[c0]	fig|1185660.4.peg.2982
rxn02925_c0	L-Alanine:3-oxopropanoate aminotransferase_c0	(1) cpd00035[c0] + (1) cpd00287[c0] <=> (1) cpd00020[c0] + (1) cpd02096[c0]	(1) L-Alanine[c0] + (1) 3-Oxo-2-methylpropanoate[c0] <=> (1) Pyruvate[c0] + (1) L-3-Amino-isobutyrate[c0]	(fig|1185660.4.peg.2108 or fig|1185660.4.peg.2124)
rxn10257_c0	anteisopentadecanoyl-Diacylglycerol kinase_c0	(1) cpd00002[c0] + (1) cpd15705[c0] <=> (1) cpd00008[c0] + (1) cpd15681[c0]	(1) ATP[c0] + (1) 1,2-Dianteisopentadecanoyl-sn-glycerol[c0] <=> (1) ADP[c0] + (1) 1,2-dianteisopentadecanoyl-sn-glycerol 3-phosphate[c0]	fig|1185660.4.peg.885
rxn06586_c0	3-methylbutanoyl-CoA:enzyme N6-(dihydrolipoyl)lysine S-(3-methylbutanoyl)transferase_c0	(1) cpd00449[c0] + (1) cpd01882[c0] <=> (1) cpd00010[c0] + (1) cpd14699[c0]	(1) Dihydrolipoamide[c0] + (1) Isovaleryl-CoA[c0] <=> (1) CoA[c0] + (1) S-(3-Methylbutanoyl)-dihydrolipoamide-E[c0]	fig|1185660.4.peg.412
