#A_id	B_id	A_length	B_length	A_qcovhsp	B_qcovhsp	length	pident	bitscore
fig|1185660.4.peg.2706	lcl|xanmn_chr10_0188-xanmn_chr10_0188	1671	1731	100	97	1671	100.000	3014
fig|1185660.4.peg.2707	lcl|mgtE-xanmn_chr10_0190	1362	1362	100	100	1362	100.000	2457
fig|1185660.4.peg.2708	lcl|xanmn_chr10_0191-xanmn_chr10_0191	825	825	100	100	825	100.000	1489
fig|1185660.4.peg.2709	lcl|xanmn_chr10_0192-xanmn_chr10_0192	1020	1020	100	100	1020	100.000	1840
fig|1185660.4.peg.2710	lcl|xanmn_chr10_0193-xanmn_chr10_0193	1398	1398	100	100	1398	100.000	2522
fig|1185660.4.peg.2711	lcl|xanmn_chr10_0195-xanmn_chr10_0195	1230	792	64	100	792	100.000	1429
fig|1185660.4.peg.2712	lcl|xanmn_chr10_0197-xanmn_chr10_0197	1389	1305	94	100	1305	100.000	2354
fig|1185660.4.peg.2714	lcl|pelB-xanmn_chr10_0199	705	705	100	100	705	100.000	1272
fig|1185660.4.peg.2716	lcl|pelB-xanmn_chr10_0200	369	369	100	100	369	100.000	666
fig|1185660.4.peg.2718	lcl|xanmn_chr10_0203-xanmn_chr10_0203	942	942	100	100	942	100.000	1700
fig|1185660.4.peg.2719	lcl|ahyR-xanmn_chr10_0204	765	765	100	100	765	100.000	1380
fig|1185660.4.peg.2721	lcl|xanmn_chr10_0206-xanmn_chr10_0206	1383	1383	100	100	1383	100.000	2495
fig|1185660.4.peg.2723	lcl|xanmn_chr10_0207-xanmn_chr10_0207	1398	1398	100	100	1398	100.000	2522
fig|1185660.4.peg.2724	lcl|xanmn_chr10_0209-xanmn_chr10_0209	399	399	100	100	399	100.000	720
fig|1185660.4.peg.2726	lcl|xanmn_chr10_0210-xanmn_chr10_0210	1011	582	57	99	580	100.000	1047
fig|1185660.4.peg.2727	lcl|xanmn_chr10_0212-xanmn_chr10_0212	1518	1518	100	100	1518	100.000	2738
fig|1185660.4.peg.2728	lcl|xanmn_chr10_0213-xanmn_chr10_0213	1047	855	82	100	855	100.000	1543
fig|1185660.4.peg.2729	lcl|xanmn_chr10_0214-xanmn_chr10_0214	759	759	100	100	759	100.000	1370
fig|1185660.4.peg.2731	lcl|fecA-xanmn_chr10_0215	3159	3159	100	100	3159	100.000	5698
fig|1185660.4.peg.2732	lcl|xanmn_chr10_0217-xanmn_chr10_0217	2010	2010	100	100	2010	100.000	3626
fig|1185660.4.peg.2733	lcl|soxR-xanmn_chr10_0218	447	447	100	100	447	100.000	807
fig|1185660.4.peg.2734	lcl|xanmn_chr10_0219-xanmn_chr10_0219	1374	1374	100	100	1374	100.000	2479
fig|1185660.4.peg.2735	lcl|xanmn_chr10_0220-xanmn_chr10_0220	1155	1155	100	100	1155	100.000	2084
fig|1185660.4.peg.2736	lcl|xanmn_chr10_0221-xanmn_chr10_0221	573	573	100	100	573	100.000	1034
fig|1185660.4.peg.2737	lcl|xanmn_chr10_0222-xanmn_chr10_0222	405	405	100	100	405	100.000	731
fig|1185660.4.peg.2738	lcl|xanmn_chr10_0223-xanmn_chr10_0223	678	672	99	100	672	100.000	1213
fig|1185660.4.peg.2739	lcl|xanmn_chr10_0224-xanmn_chr10_0224	1083	1083	100	100	1083	100.000	1954
fig|1185660.4.peg.2740	lcl|xanmn_chr10_0225-xanmn_chr10_0225	774	774	100	100	774	100.000	1397
fig|1185660.4.peg.2741	lcl|xanmn_chr10_0226-xanmn_chr10_0226	417	564	100	74	417	100.000	753
fig|1185660.4.peg.2742	lcl|xanmn_chr10_0227-xanmn_chr10_0227	600	600	100	100	600	100.000	1083
fig|1185660.4.peg.2743	lcl|xanmn_chr10_0229-xanmn_chr10_0229	966	1008	100	96	966	100.000	1743
fig|1185660.4.peg.2744	lcl|xanmn_chr10_0230-xanmn_chr10_0230	255	255	100	100	255	100.000	461
fig|1185660.4.peg.2745	lcl|xanmn_chr10_0231-xanmn_chr10_0231	1065	1065	100	100	1065	100.000	1921
fig|1185660.4.peg.2746	lcl|xanmn_chr10_0232-xanmn_chr10_0232	1401	1422	100	99	1401	100.000	2527
fig|1185660.4.peg.2747	lcl|xanmn_chr10_0233-xanmn_chr10_0233	3510	3585	100	98	3510	100.000	6331
fig|1185660.4.peg.2748	lcl|xanmn_chr10_0235-xanmn_chr10_0235	3627	3570	98	100	3570	100.000	6439
fig|1185660.4.peg.2749	lcl|xanmn_chr10_0236-xanmn_chr10_0236	3555	3561	100	99	3555	100.000	6412
fig|1185660.4.peg.2751	lcl|xanmn_chr10_0237-xanmn_chr10_0237	3576	3576	100	100	3576	100.000	6450
fig|1185660.4.peg.2752	lcl|xanmn_chr10_0238-xanmn_chr10_0238	642	663	100	97	642	100.000	1159
fig|1185660.4.peg.2753	lcl|xanmn_chr10_0239-xanmn_chr10_0239	564	564	100	100	564	100.000	1018
fig|1185660.4.peg.2754	lcl|xanmn_chr10_0240-xanmn_chr10_0240	570	570	100	100	570	100.000	1029
fig|1185660.4.peg.2755	lcl|xanmn_chr10_0241-xanmn_chr10_0241	240	240	100	100	240	100.000	434
fig|1185660.4.peg.2756	lcl|xanmn_chr10_0242-xanmn_chr10_0242	1383	1383	100	100	1383	100.000	2495
fig|1185660.4.peg.2758	lcl|xanmn_chr10_0244-xanmn_chr10_0244	1284	1332	100	96	1284	100.000	2316
fig|1185660.4.peg.2759	lcl|xanmn_chr10_0245-xanmn_chr10_0245	1089	1089	100	100	1089	100.000	1965
fig|1185660.4.peg.2760	lcl|xanmn_chr10_0246-xanmn_chr10_0246	1218	1218	100	100	1218	100.000	2197
fig|1185660.4.peg.2761	lcl|xanmn_chr10_0247-xanmn_chr10_0247	465	465	100	100	465	100.000	839
fig|1185660.4.peg.2762	lcl|xanmn_chr10_0248-xanmn_chr10_0248	447	456	100	98	447	100.000	807
fig|1185660.4.peg.2764	lcl|xanmn_chr10_0250-xanmn_chr10_0250	183	258	100	71	183	100.000	331
fig|1185660.4.peg.2765	lcl|prfC-xanmn_chr10_0251	1605	1605	100	100	1605	100.000	2895
fig|1185660.4.peg.2766	lcl|hly3-xanmn_chr10_0252	645	645	100	100	645	100.000	1164
fig|1185660.4.peg.2767	lcl|xanmn_chr10_0253-xanmn_chr10_0253	1986	1947	98	100	1947	100.000	3512
fig|1185660.4.peg.2768	lcl|xanmn_chr10_0254-xanmn_chr10_0254	429	429	100	100	429	100.000	774
fig|1185660.4.peg.2769	lcl|xanmn_chr10_0255-xanmn_chr10_0255	1047	1047	100	100	1047	100.000	1889
fig|1185660.4.peg.2770	lcl|mtgA-xanmn_chr10_0256	747	747	100	100	747	100.000	1348
fig|1185660.4.peg.2771	lcl|xanmn_chr10_0257-xanmn_chr10_0257	981	891	91	100	891	100.000	1608
fig|1185660.4.peg.2772	lcl|xanmn_chr10_0258-xanmn_chr10_0258	834	867	100	96	834	100.000	1505
fig|1185660.4.peg.2773	lcl|xanmn_chr10_0259-xanmn_chr10_0259	2853	2853	100	100	2853	100.000	5146
fig|1185660.4.peg.2774	lcl|xanmn_chr10_0260-xanmn_chr10_0260	609	609	100	100	609	100.000	1099
fig|1185660.4.peg.2778	lcl|xanmn_chr10_0263-xanmn_chr10_0263	1248	1380	100	90	1248	100.000	2251
fig|1185660.4.peg.2782	lcl|xanmn_chr10_0267-xanmn_chr10_0267	456	456	100	100	456	100.000	823
fig|1185660.4.peg.2786	lcl|gcvH-xanmn_chr10_0270	396	396	100	100	396	100.000	715
fig|1185660.4.peg.2787	lcl|gcvT-xanmn_chr10_0271	1110	1110	100	100	1110	100.000	2003
fig|1185660.4.peg.2788	lcl|xanmn_chr10_0272-xanmn_chr10_0272	675	435	64	100	435	100.000	785
fig|1185660.4.peg.2789	lcl|xanmn_chr10_0273-xanmn_chr10_0273	507	963	100	53	508	99.803	908
fig|1185660.4.peg.2790	lcl|xanmn_chr10_0274-xanmn_chr10_0274	336	336	100	100	336	100.000	607
fig|1185660.4.peg.2791	lcl|mazG-xanmn_chr10_0275	1107	1107	100	100	1107	100.000	1997
fig|1185660.4.peg.2792	lcl|xanmn_chr10_0276-xanmn_chr10_0276	267	315	100	85	267	100.000	482
fig|1185660.4.peg.2793	lcl|xanmn_chr10_0277-xanmn_chr10_0277	483	480	99	99	479	100.000	861
fig|1185660.4.peg.2794	lcl|nudE-xanmn_chr10_0278	558	549	98	100	549	100.000	991
fig|1185660.4.peg.2795	lcl|xanmn_chr10_0279-xanmn_chr10_0279	1419	1419	100	100	1419	100.000	2560
fig|1185660.4.peg.2796	lcl|xanmn_chr10_0280-xanmn_chr10_0280	735	735	100	100	735	100.000	1326
fig|1185660.4.peg.2797	lcl|nagK-IIA-xanmn_chr10_0281	1017	999	98	100	999	100.000	1802
fig|1185660.4.peg.2798	lcl|xanmn_chr10_0283-xanmn_chr10_0283	2598	2664	100	98	2598	100.000	4686
fig|1185660.4.peg.2799	lcl|xanmn_chr10_0284-xanmn_chr10_0284	1617	1686	100	96	1617	100.000	2917
fig|1185660.4.peg.2800	lcl|xanmn_chr10_0285-xanmn_chr10_0285	1056	1056	100	100	1056	100.000	1905
fig|1185660.4.peg.2801	lcl|xanmn_chr10_0287-xanmn_chr10_0287	2451	2451	100	100	2451	100.000	4421
fig|1185660.4.peg.2802	lcl|xanmn_chr10_0288-xanmn_chr10_0288	2691	2691	100	100	2691	100.000	4854
fig|1185660.4.peg.2803	lcl|xanmn_chr10_0289-xanmn_chr10_0289	2661	2661	100	100	2661	100.000	4800
fig|1185660.4.peg.2805	lcl|xanmn_chr10_0291-xanmn_chr10_0291	1557	1464	94	100	1464	100.000	2641
fig|1185660.4.peg.2806	lcl|xanmn_chr10_0292-xanmn_chr10_0292	2343	2343	100	100	2343	100.000	4226
fig|1185660.4.peg.2807	lcl|xanmn_chr10_0293-xanmn_chr10_0293	1836	1836	100	100	1836	100.000	3312
fig|1185660.4.peg.2808	lcl|xanmn_chr10_0294-xanmn_chr10_0294	2832	2562	90	100	2562	100.000	4621
fig|1185660.4.peg.2809	lcl|xanmn_chr10_0296-xanmn_chr10_0296	201	201	100	100	201	100.000	363
fig|1185660.4.peg.2810	lcl|xanmn_chr10_0297-xanmn_chr10_0297	330	330	100	100	330	100.000	596
fig|1185660.4.peg.2811	lcl|xanmn_chr10_0298-xanmn_chr10_0298	1161	1161	100	100	1161	100.000	2094
fig|1185660.4.peg.2813	lcl|cutC-xanmn_chr10_0300	717	732	100	98	717	100.000	1294
fig|1185660.4.peg.2814	lcl|xanmn_chr10_0301-xanmn_chr10_0301	819	915	100	90	819	100.000	1478
fig|1185660.4.peg.2816	lcl|xanmn_chr10_0302-xanmn_chr10_0302	186	306	100	61	186	100.000	336
fig|1185660.4.peg.2817	lcl|rimJ-xanmn_chr10_0303	594	594	100	100	594	100.000	1072
fig|1185660.4.peg.2818	lcl|xanmn_chr10_0304-xanmn_chr10_0304	477	477	100	100	477	100.000	861
fig|1185660.4.peg.2819	lcl|xanmn_chr10_0305-xanmn_chr10_0305	1188	1188	100	100	1188	100.000	2143
fig|1185660.4.peg.2822	lcl|pilJ-xanmn_chr10_0306	2037	2037	100	100	2037	100.000	3674
fig|1185660.4.peg.2823	lcl|pilI-xanmn_chr10_0307	534	531	99	100	531	100.000	958
fig|1185660.4.peg.2824	lcl|pilH1-xanmn_chr10_0308	219	348	100	63	219	100.000	396
fig|1185660.4.peg.2825	lcl|xanmn_chr10_0309-xanmn_chr10_0309	354	354	100	100	354	100.000	639
fig|1185660.4.peg.2826	lcl|gshB-xanmn_chr10_0310	951	951	100	100	951	100.000	1716
fig|1185660.4.peg.2827	lcl|xanmn_chr10_0006-xanmn_chr10_0006	837	837	100	100	837	100.000	1510
fig|1185660.4.peg.2828	lcl|ttgF-xanmn_chr10_0007	2319	1491	64	100	1491	99.799	2673
fig|1185660.4.peg.2829	lcl|xanmn_chr10_0009-xanmn_chr10_0009	1146	1125	98	100	1125	99.911	2021
fig|1185660.4.peg.2830	lcl|xanmn_chr10_0010-xanmn_chr10_0010	1413	1266	90	100	1266	100.000	2284
fig|1185660.4.peg.2831	lcl|xanmn_chr10_0011-xanmn_chr10_0011	1641	1509	92	100	1509	100.000	2722
fig|1185660.4.peg.2832	lcl|xanmn_chr10_0012-xanmn_chr10_0012	531	501	94	100	501	100.000	904
fig|1185660.4.peg.2834	lcl|xanmn_chr10_0014-xanmn_chr10_0014	834	834	100	100	834	100.000	1505
fig|1185660.4.peg.2835	lcl|xanmn_chr10_0015-xanmn_chr10_0015	954	948	99	100	948	99.895	1701
fig|1185660.4.peg.2836	lcl|xanmn_chr10_0016-xanmn_chr10_0016	1143	1071	94	100	1071	100.000	1932
fig|1185660.4.peg.2837	lcl|rluF-xanmn_chr10_0018	762	762	100	100	762	100.000	1375
fig|1185660.4.peg.2838	lcl|xanmn_chr10_0019-xanmn_chr10_0019	2406	2406	100	100	2406	100.000	4340
fig|1185660.4.peg.2839	lcl|xanmn_chr10_0312-xanmn_chr10_0312	411	459	100	90	411	100.000	742
fig|1185660.4.peg.2840	lcl|xanmn_chr10_0313-xanmn_chr10_0313	453	453	100	100	453	100.000	818
fig|1185660.4.peg.2841	lcl|xanmn_chr10_0315-xanmn_chr10_0315	1992	1992	100	100	1992	100.000	3593
fig|1185660.4.peg.2842	lcl|xanmn_chr10_0316-xanmn_chr10_0316	516	525	100	98	516	100.000	931
fig|1185660.4.peg.2843	lcl|ponB-xanmn_chr10_0317	2442	2442	100	100	2442	100.000	4405
fig|1185660.4.peg.2844	lcl|xanmn_chr10_0318-xanmn_chr10_0318	2103	2103	100	100	2103	100.000	3793
fig|1185660.4.peg.2845	lcl|xanmn_chr10_0320-xanmn_chr10_0320	312	618	100	50	312	100.000	563
fig|1185660.4.peg.2846	lcl|xanmn_chr10_0321-xanmn_chr10_0321	156	228	100	68	156	100.000	282
fig|1185660.4.peg.2847	lcl|relA-xanmn_chr10_0322	2187	2187	100	100	2187	100.000	3945
fig|1185660.4.peg.2848	lcl|xanmn_chr10_0325-xanmn_chr10_0325	897	474	53	100	474	100.000	856
fig|1185660.4.peg.2849	lcl|PqqC-xanmn_chr10_0326	795	762	96	100	762	100.000	1375
fig|1185660.4.peg.2850	lcl|pqqE-xanmn_chr10_0328	1314	1119	85	100	1119	100.000	2019
fig|1185660.4.peg.2851	lcl|xanmn_chr10_0329-xanmn_chr10_0329	513	513	100	100	513	100.000	926
fig|1185660.4.peg.2852	lcl|xanmn_chr10_0330-xanmn_chr10_0330	1368	1515	100	90	1368	100.000	2468
fig|1185660.4.peg.2853	lcl|nagK-IIB-xanmn_chr10_0332	1035	1035	100	100	1035	100.000	1867
fig|1185660.4.peg.2854	lcl|xanmn_chr10_0333-xanmn_chr10_0333	2637	2637	100	100	2637	100.000	4756
fig|1185660.4.peg.2855	lcl|xanmn_chr10_0334-xanmn_chr10_0334	4122	4122	100	100	4122	100.000	7434
fig|1185660.4.peg.2856	lcl|xanmn_chr10_0335-xanmn_chr10_0335	549	549	100	100	549	100.000	991
fig|1185660.4.peg.2857	lcl|xanmn_chr10_0336-xanmn_chr10_0336	1797	1797	100	100	1797	100.000	3241
fig|1185660.4.peg.2858	lcl|xanmn_chr10_0337-xanmn_chr10_0337	498	498	100	100	498	100.000	899
fig|1185660.4.peg.2859	lcl|xanmn_chr10_0338-xanmn_chr10_0338	405	405	100	100	405	100.000	731
fig|1185660.4.peg.2860	lcl|xanmn_chr10_0339-xanmn_chr10_0339	771	723	94	100	724	99.862	1297
fig|1185660.4.peg.2861	lcl|xanmn_chr10_0341-xanmn_chr10_0341	195	111	57	100	111	100.000	201
fig|1185660.4.peg.2862	lcl|xanmn_chr10_0342-xanmn_chr10_0342	711	711	100	100	711	100.000	1283
fig|1185660.4.peg.2863	lcl|xanmn_chr10_0343-xanmn_chr10_0343	207	207	100	100	207	100.000	374
fig|1185660.4.peg.2864	lcl|xanmn_chr10_0345-xanmn_chr10_0345	2169	2169	100	100	2169	100.000	3912
fig|1185660.4.peg.2865	lcl|xanmn_chr10_0346-xanmn_chr10_0346	627	609	97	100	609	100.000	1099
fig|1185660.4.peg.2867	lcl|xanmn_chr10_0347-xanmn_chr10_0347	864	864	100	100	864	100.000	1559
fig|1185660.4.peg.2868	lcl|xanmn_chr10_0348-xanmn_chr10_0348	360	360	100	100	360	100.000	650
fig|1185660.4.peg.2869	lcl|xanmn_chr10_0349-xanmn_chr10_0349	1230	1008	82	100	1008	100.000	1819
fig|1185660.4.peg.2870	lcl|xanmn_chr10_0350-xanmn_chr10_0350	675	675	100	100	675	100.000	1218
fig|1185660.4.peg.2871	lcl|xanmn_chr10_0351-xanmn_chr10_0351	681	681	100	100	681	100.000	1229
fig|1185660.4.peg.2872	lcl|xanmn_chr10_0352-xanmn_chr10_0352	729	828	100	88	729	100.000	1315
fig|1185660.4.peg.2873	lcl|xanmn_chr10_0353-xanmn_chr10_0353	519	519	100	100	519	100.000	937
fig|1185660.4.peg.2874	lcl|xanmn_chr10_0354-xanmn_chr10_0354	1320	1320	100	100	1320	100.000	2381
fig|1185660.4.peg.2875	lcl|xanmn_chr10_0355-xanmn_chr10_0355	228	321	100	71	228	100.000	412
fig|1185660.4.peg.2876	lcl|xanmn_chr10_0357-xanmn_chr10_0357	450	450	100	100	450	100.000	812
fig|1185660.4.peg.2877	lcl|xanmn_chr10_0358-xanmn_chr10_0358	780	780	100	100	780	100.000	1407
fig|1185660.4.peg.2878	lcl|xanmn_chr10_0359-xanmn_chr10_0359	459	459	100	100	459	100.000	829
fig|1185660.4.peg.2879	lcl|xanmn_chr10_0360-xanmn_chr10_0360	1041	1041	100	100	1041	100.000	1878
fig|1185660.4.peg.2880	lcl|xanmn_chr10_0361-xanmn_chr10_0361	1119	1119	100	100	1119	100.000	2019
fig|1185660.4.peg.2881	lcl|kup-xanmn_chr10_0362	1956	1905	97	100	1905	100.000	3436
fig|1185660.4.peg.2882	lcl|xanmn_chr10_0363-xanmn_chr10_0363	585	585	100	100	585	100.000	1056
fig|1185660.4.peg.2883	lcl|xanmn_chr10_0364-xanmn_chr10_0364	525	525	100	100	525	100.000	948
fig|1185660.4.peg.2884	lcl|xanmn_chr10_0365-xanmn_chr10_0365	729	729	100	100	729	100.000	1315
fig|1185660.4.peg.2885	lcl|xanmn_chr10_0366-xanmn_chr10_0366	240	240	100	100	240	100.000	434
fig|1185660.4.peg.2886	lcl|xanmn_chr10_0367-xanmn_chr10_0367	528	528	100	100	528	100.000	953
fig|1185660.4.peg.2887	lcl|aspS-xanmn_chr10_0368	1767	1767	100	100	1767	100.000	3187
fig|1185660.4.peg.2888	lcl|xanmn_chr10_0369-xanmn_chr10_0369	756	756	100	100	756	100.000	1364
fig|1185660.4.peg.2889	lcl|xanmn_chr10_0370-xanmn_chr10_0370	294	294	100	100	294	100.000	531
fig|1185660.4.peg.2890	lcl|xanmn_chr10_0371-xanmn_chr10_0371	1245	1245	100	100	1245	100.000	2246
fig|1185660.4.peg.2891	lcl|xanmn_chr10_0373-xanmn_chr10_0373	2412	2472	100	98	2412	100.000	4351
fig|1185660.4.peg.2892	lcl|xanmn_chr10_0375-xanmn_chr10_0375	591	612	100	97	591	100.000	1067
fig|1185660.4.peg.2893	lcl|xanmn_chr10_0376-xanmn_chr10_0376	1557	1557	100	100	1557	100.000	2809
fig|1185660.4.peg.2895	lcl|xanmn_chr10_0378-xanmn_chr10_0378	894	894	100	100	894	100.000	1613
fig|1185660.4.peg.2896	lcl|xanmn_chr10_0379-xanmn_chr10_0379	876	876	100	100	876	100.000	1581
fig|1185660.4.peg.2897	lcl|xanmn_chr10_0380-xanmn_chr10_0380	630	501	80	100	501	100.000	904
fig|1185660.4.peg.2898	lcl|xanmn_chr10_0381-xanmn_chr10_0381	1920	1920	100	100	1920	100.000	3463
fig|1185660.4.peg.2899	lcl|xanmn_chr10_0383-xanmn_chr10_0383	1968	2037	100	97	1968	100.000	3550
fig|1185660.4.peg.2900	lcl|xanmn_chr10_0385-xanmn_chr10_0385	426	426	100	100	426	100.000	769
fig|1185660.4.peg.2901	lcl|xanmn_chr10_0386-xanmn_chr10_0386	2388	2388	100	100	2388	100.000	4307
fig|1185660.4.peg.2902	lcl|xanmn_chr10_0388-xanmn_chr10_0388	2400	2400	100	100	2400	100.000	4329
fig|1185660.4.peg.2904	lcl|xanmn_chr10_0390-xanmn_chr10_0390	1698	1698	100	100	1698	100.000	3063
fig|1185660.4.peg.2905	lcl|xanmn_chr10_0391-xanmn_chr10_0391	570	570	100	100	570	100.000	1029
fig|1185660.4.peg.2906	lcl|xanmn_chr10_0392-xanmn_chr10_0392	1134	1317	100	86	1134	100.000	2046
fig|1185660.4.peg.2907	lcl|xanmn_chr10_0393-xanmn_chr10_0393	762	762	100	100	762	100.000	1375
fig|1185660.4.peg.2908	lcl|xanmn_chr10_0394-xanmn_chr10_0394	2142	2142	100	100	2142	100.000	3864
fig|1185660.4.peg.2909	lcl|xanmn_chr10_0395-xanmn_chr10_0395	1227	1227	100	100	1227	100.000	2214
fig|1185660.4.peg.2910	lcl|iucA-xanmn_chr10_0396	1803	1803	100	100	1803	100.000	3252
fig|1185660.4.peg.2911	lcl|xanmn_chr10_0397-xanmn_chr10_0397	1197	1197	100	100	1197	100.000	2159
fig|1185660.4.peg.2912	lcl|iucC-xanmn_chr10_0398	1770	1770	100	100	1770	100.000	3193
fig|1185660.4.peg.2913	lcl|xanmn_chr10_0399-xanmn_chr10_0399	1197	1197	100	100	1197	100.000	2159
fig|1185660.4.peg.2915	lcl|xanmn_chr10_0402-xanmn_chr10_0402	1176	1176	100	100	1176	100.000	2122
fig|1185660.4.peg.2916	lcl|xanmn_chr10_0403-xanmn_chr10_0403	183	246	100	74	183	100.000	331
fig|1185660.4.peg.2917	lcl|deaD-xanmn_chr10_0020	1008	1392	99	72	1002	100.000	1808
fig|1185660.4.peg.2918	lcl|xanmn_chr10_0021-xanmn_chr10_0021	666	498	75	100	498	100.000	899
fig|1185660.4.peg.2919	lcl|xanmn_chr10_0022-xanmn_chr10_0022	648	648	100	100	648	100.000	1169
fig|1185660.4.peg.2920	lcl|xanmn_chr10_0023-xanmn_chr10_0023	243	243	100	100	243	100.000	439
fig|1185660.4.peg.2921	lcl|xanmn_chr10_0024-xanmn_chr10_0024	321	321	100	100	321	100.000	580
fig|1185660.4.peg.2922	lcl|xanmn_chr10_0025-xanmn_chr10_0025	402	402	100	100	402	100.000	726
fig|1185660.4.peg.2923	lcl|xanmn_chr10_0026-xanmn_chr10_0026	513	537	100	96	513	100.000	926
fig|1185660.4.peg.2924	lcl|xanmn_chr10_0027-xanmn_chr10_0027	255	255	100	100	255	100.000	461
fig|1185660.4.peg.2925	lcl|cobC-xanmn_chr10_0404	615	615	100	100	615	100.000	1110
fig|1185660.4.peg.2926	lcl|xanmn_chr10_0405-xanmn_chr10_0405	1047	1047	100	100	1047	100.000	1889
fig|1185660.4.peg.2927	lcl|xanmn_chr10_0406-xanmn_chr10_0406	525	525	100	100	525	100.000	948
fig|1185660.4.peg.2928	lcl|xanmn_chr10_0407-xanmn_chr10_0407	2457	1476	60	100	1476	100.000	2663
fig|1185660.4.peg.2929	lcl|xanmn_chr10_0411-xanmn_chr10_0411	612	612	100	100	612	100.000	1104
fig|1185660.4.peg.2930	lcl|xanmn_chr10_0412-xanmn_chr10_0412	606	606	100	100	606	100.000	1094
fig|1185660.4.peg.2931	lcl|xanmn_chr10_0413-xanmn_chr10_0413	594	594	100	100	594	100.000	1072
fig|1185660.4.peg.2932	lcl|xanmn_chr10_0414-xanmn_chr10_0414	1938	1878	97	100	1878	100.000	3388
fig|1185660.4.peg.2934	lcl|xanmn_chr10_0417-xanmn_chr10_0417	582	582	100	100	582	100.000	1050
fig|1185660.4.peg.2935	lcl|clpB2-xanmn_chr10_0418	2586	2586	100	100	2586	100.000	4664
fig|1185660.4.peg.2936	lcl|xanmn_chr10_0419-xanmn_chr10_0419	234	234	100	100	234	100.000	423
fig|1185660.4.peg.2937	lcl|xanmn_chr10_0420-xanmn_chr10_0420	306	306	100	100	306	100.000	553
fig|1185660.4.peg.2938	lcl|xanmn_chr10_0421-xanmn_chr10_0421	708	708	100	100	708	100.000	1278
fig|1185660.4.peg.2939	lcl|xanmn_chr10_0422-xanmn_chr10_0422	819	819	100	100	819	100.000	1478
fig|1185660.4.peg.2940	lcl|xanmn_chr10_0423-xanmn_chr10_0423	1167	1167	100	100	1167	100.000	2105
fig|1185660.4.peg.2941	lcl|xanmn_chr10_0424-xanmn_chr10_0424	1602	1647	100	97	1602	100.000	2890
fig|1185660.4.peg.2942	lcl|xanmn_chr10_0425-xanmn_chr10_0425	798	798	100	100	798	100.000	1440
fig|1185660.4.peg.2945	lcl|xanmn_chr10_0427-xanmn_chr10_0427	336	336	100	100	336	100.000	607
fig|1185660.4.peg.2946	lcl|xanmn_chr10_0428-xanmn_chr10_0428	2436	2436	100	100	2436	100.000	4394
fig|1185660.4.peg.2947	lcl|otsB-xanmn_chr10_0429	759	759	100	100	759	100.000	1370
fig|1185660.4.peg.2948	lcl|xanmn_chr10_0430-xanmn_chr10_0430	1779	1779	100	100	1779	100.000	3209
fig|1185660.4.peg.2949	lcl|otsA-xanmn_chr10_0431	1368	1368	100	100	1368	100.000	2468
fig|1185660.4.peg.2951	lcl|xanmn_chr10_0434-xanmn_chr10_0434	561	456	81	100	456	100.000	823
fig|1185660.4.peg.2952	lcl|xanmn_chr10_0435-xanmn_chr10_0435	1956	1956	100	100	1956	100.000	3528
fig|1185660.4.peg.2953	lcl|xanmn_chr10_0436-xanmn_chr10_0436	876	876	100	100	876	100.000	1581
fig|1185660.4.peg.2954	lcl|xanmn_chr10_0437-xanmn_chr10_0437	336	336	100	100	336	100.000	607
fig|1185660.4.peg.2955	lcl|xanmn_chr10_0439-xanmn_chr10_0439	396	396	100	100	396	100.000	715
fig|1185660.4.peg.2956	lcl|xanmn_chr10_0440-xanmn_chr10_0440	363	363	100	100	363	100.000	655
fig|1185660.4.peg.2957	lcl|xanmn_chr10_0441-xanmn_chr10_0441	912	774	85	99	772	99.870	1388
fig|1185660.4.peg.2959	lcl|xanmn_chr10_0442-xanmn_chr10_0442	2325	2325	100	100	2325	100.000	4194
fig|1185660.4.peg.2960	lcl|xanmn_chr10_0443-xanmn_chr10_0443	1797	1959	100	92	1797	100.000	3241
fig|1185660.4.peg.2962	lcl|hprX-xanmn_chr10_0444	1263	1431	100	88	1263	100.000	2278
fig|1185660.4.peg.2964	lcl|hrpG-xanmn_chr10_0445	975	792	81	100	792	99.874	1420
fig|1185660.4.peg.2965	lcl|xanmn_chr10_0446-xanmn_chr10_0446	387	387	100	100	387	100.000	699
fig|1185660.4.peg.2966	lcl|radA-xanmn_chr10_0447	1560	1392	89	100	1392	100.000	2511
fig|1185660.4.peg.2967	lcl|xanmn_chr10_0449-xanmn_chr10_0449	1695	1125	55	83	939	100.000	1694
fig|1185660.4.peg.2968	lcl|xanmn_chr10_0450-xanmn_chr10_0450	336	336	100	100	336	100.000	607
fig|1185660.4.peg.2969	lcl|xanmn_chr10_0451-xanmn_chr10_0451	633	633	100	100	633	100.000	1142
fig|1185660.4.peg.2970	lcl|xanmn_chr10_0452-xanmn_chr10_0452	2001	2001	100	100	2001	100.000	3609
fig|1185660.4.peg.2971	lcl|xanmn_chr10_0453-xanmn_chr10_0453	936	936	100	100	936	100.000	1689
fig|1185660.4.peg.2972	lcl|ispH-xanmn_chr10_0455	1083	951	88	100	951	100.000	1716
fig|1185660.4.peg.2973	lcl|ileS-xanmn_chr10_0458	2781	2835	100	98	2781	100.000	5016
fig|1185660.4.peg.2975	lcl|mviN-xanmn_chr10_0459	1557	1563	100	99	1557	100.000	2809
